seed = 9838 sort algorithm = Quick Sort

Unsorted:
       956        773        860        924        867        468        564        806
       794         30        793        654        602        769        669        594
       941        630         69        117        945        621        894        402
       436        639         83        834        919        799        431        227
       924        643        151        143        464         68        949        610
        98        742        265         52        864        286        646        805
       916         67        274        861        689        169        616        477
       160        699        311        431        850         95        658        126
       738        810        269        554        878        571        165        328
       665        782        732        881         68        731         39        336
       798        313        550        487        834        166        317        347
       217        628        778        419         75        437        897        166
       599        518        720        829         89        237        509        107
        19        241        988         87        324         27        424        123
       341        326        962        527        844        279        874         61
       260        653        832        335         90        729        501         41
       599        574        870         41        811        379        148        831
       972        136        270        297        164         46        772        857
       372        734        384        216        366        259        629        978
       264        813        313        706        894        167        747        494
        93        617        535        904        348        683         87        672
       819        710        321        335        756         93        192        481
       180        577         49        898        188         31        876        452
       844        541        158        739        708        905        233        153
       874        120         58        574        155        497        598        326
       559        920        662        668        365        206        149        897
       783        550        795        323        581        671        775        426
       213        285        517        273        542        750        779        768
       222        837        342        377        686        941        703        246
       213        717        914        930        924        415        828         59
       965        975        383        899        999        510        325        564
       796        842        837        690        944        616        459        166
       805        153        895        844        446        950        442        659
       668        708        590        592        123        770        651        440
       745         34        339        744        897         16        308        693
       858        498        735        154        466        194        672        624
       700        567        820        146        518        614        806        538
       322        748        130        797        518        781        589        615
       168        929        712         65        297        372        110        508
       222        845        662         41        392        687         17         92
       606        837        238        124        451        396        662        125
       144        144        922         14        926        511        982         94
       792        694        159         90        418        269        598        641
       466        612        682        858        299         51        950        906
       888        541        382        691        937        397        816         82
       541        738        448        467        601        430        913        394
       476        424        484        895        693        434        888        160
        46        570        370        346        621        321        252        861
       862        634        904        799        383        720        233        925
       810         34        744        411        464        658        157        293
        82        641        188        128        427         76        640        474
       998         10        820        971        683        424        184        545
       410         88        697        794        160        282         71        322
       316        815         85        133        825        243        426        260
       236        614        740        664         42        380        138        392
       742        310        363        426         86        899        323        496
       987        372        642        499        655        713        821        323
       881        906        456         58        149        234        318        738
       848        410        402        242        790        892        634        533
       202        349        311        640        248        634        136        587
         7        131        438         14        196        259        337         77
       518        146        488         19        380        158        757        581
       569        159        823        359        403        810        244        957
       511        555        597        760        542         86        699        549
       217        138        563        413        749        252        843        267
       398        683        287        779        841         44        360        410
       556        535        122        959        697        366        269        209
       274        866        321        816        952         20        717        521
       510        280        287        260        884        482 
Sorting:

Sorted:
       194        222        297        308        322        339        372        392
       440        442        446        466        482        498        508        518
       518        538        567        589        590        592        599        614
       615        624        651        659        662        668        672        687
       693        700        708        712        735        744        745        748
       749        756        769        770        772        773        779        781
       793        794        797        805        806        806        811        813
       816        820        831        841        843        844        844        845
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275         16         17         34         41         65         92
       110        123        130        146        153        154        168        819
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275         16         17         34         41         65         92
       110        123        130        146        153        154        168        819
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275         16         17         34         41         65         92
       110        123        130        146        153        154        168        819
       194        222        297        308        322        339        372        392
       440        442        446        466        482        498        508        518
       518        538        567        589        590        592        599        614
       615        624        651        659        662        668        672        687
       693        700        708        712        735        744        745        748
       749        756        769        770        772        773        779        781
       793        794        797        805        806        806        811        813
       816        820        831        841        843        844        844        845
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275         16         17         34         41         65         92
       110        123        130        146        153        154        168        819
       194        222        297        308        322        339        372        392
       440        442        446        466        482        498        508        518
       518        538        567        589        590        592        599        614
       615        624        651        659        662        668        672        687
       693        700        708        712        735        744        745        748
       749        756        769        770        772        773        779        781
       793        794        797        805        806        806        811        813
       816        820        831        841        843        844        844        845
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1625813011 -1541071910
-1357550910 -1346725710 -1345938988 -1323837443 -1262747217 -1003708927 -999883435 -723158913
-641105700 -490213275         16         17         34         41         65         92
       110        123        130        146        153        154        168        819
       857        858        860        866        867        870        876        884
       894        894        895        897        898        904        905        924
       929        941        945        950        952        956        959        972
       978   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
