seed = 540 sort algorithm = Quick Sort

Unsorted:
       883        773        950        242        712        262        611        956
       325        427        751        676        440         83        644        102
       377        102        434        157        880        294        950         50
        21        173        344        751         84        960        827        967
       733        130        561        798        392        524        106        717
       952        857        746        744        293        742        846        670
       196        632        179         76        926        130        479        300
       655        823         51         91        136        230        410        221
       360        324        371        752        200        830        822        504
       687        568        248        980        662        446          3        859
       431        182        287        357        664        766          9        671
       942        412        114         78        643        525        651          3
       201        375        108        401        205        930        906        244
       850        506        577        512        953        580        723        384
       114         11         93        779        777        455        802         71
       867        917        149        510        794        153        866        995
       528        974        396         85        904        654        329        106
       161        906        970        466        838        694        202        953
        57        647         84        186        102        886        258        970
       803        759        832        597        912        698        944        792
        24        693        877        928        347        559        386        860
       465        357        678        304         51        880        609        460
       528        693        646        982        579        904        952        735
        16        137        684        280        835        629         73        860
       322        302        140         21        213        527        882        679
       236        560        335        287        793        944         99        673
       989        745        655        568          2        960        655         18
        97        340        650        284        969         75        496        643
       378        989        664        591        868        898        622        104
       811        309        743        604        605        842        629        594
       939        636        515        293        596        170        663         45
       510        314        682        831        389        178        474        119
       519        491         63        387        389        685        843        200
       347        586        156        952        780        785        547        720
       422         62        365        370        584         29        416         95
       343        450        278         84        980        105        204        500
       596        267        239        985        304         83        538        651
       669        694        956        802        480        855        874        902
       917        239        624        853        268         40        948        963
       842        579         48        823        684        604        323        632
       871        562        617        527        645        155        531        667
       202        487        821        682        342        695        936        611
       934        560        464        555        953        765        518        795
       344        918        618        380        522        293         12        745
       208        981        273        853        489        156        872        691
       995        693        725        337        388         13        300        675
       925        116        230        878        881        100         26        577
        19        996        309        893        642        321        639        850
       655        264        703        144        772        928        187        767
       973        912        456        362        925        756        389        850
       872        619         81        106         71        459        683         90
       807        345        336        449        666        327        299        673
       943        355        817        715        283        356        482        256
       268        938        970        545         46        359        748        918
       330        181         24        402        992         60        844        799
       405        180        249        423        859        548         97        802
       903        266        517        538        975        999        147        595
       289        469        141        335        181        241        606        511
       774        982        265        766        394        462        565        799
       994        166        575        854        715         24        656        970
       642        526        861        617        877          8        213        167
       477        706        854        658        299        812        522         73
       795        139        839        189        601        756        341        948
       923        268        802        638        292        810        960        934
       336        821        904        214        181        117        733         11
       823        587        669        122        400        543        547        547
       683        386         88        636        142        429        584        417
        49        738        407        341        549        368        628        885
       541        532        451        723        649        184 
Sorting:

Sorted:
       173        179        181        196        200        214        221        230
       262        293        336        344        347        387        389        392
       410        417        479        491        519        524        547        561
       584        586        597        609        611        629        632        646
       647        649        654        655        670        678        684        685
       693        693        694        698        717        733        735        742
       744        751        759        780        785        792        798        803
       821        823        827        832        835        838        843        846
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1355619262 -1262747217
-1003708927 -1003708927 -999883435 -999883435 -723158913 -723158913 -641105700 -490213275
-490213275         16         21         50         51         76         83         84
        91        102        102        106        130        130        136        157
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1355619262 -1262747217
-1003708927 -1003708927 -999883435 -999883435 -723158913 -723158913 -641105700 -490213275
-490213275         16         21         50         51         76         83         84
        91        102        102        106        130        130        136        157
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1355619262 -1262747217
-1003708927 -1003708927 -999883435 -999883435 -723158913 -723158913 -641105700 -490213275
-490213275         16         21         50         51         76         83         84
        91        102        102        106        130        130        136        157
       173        179        181        196        200        214        221        230
       262        293        336        344        347        387        389        392
       410        417        479        491        519        524        547        561
       584        586        597        609        611        629        632        646
       647        649        654        655        670        678        684        685
       693        693        694        698        717        733        735        742
       744        751        759        780        785        792        798        803
       821        823        827        832        835        838        843        846
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1355619262 -1262747217
-1003708927 -1003708927 -999883435 -999883435 -723158913 -723158913 -641105700 -490213275
-490213275         16         21         50         51         76         83         84
        91        102        102        106        130        130        136        157
       173        179        181        196        200        214        221        230
       262        293        336        344        347        387        389        392
       410        417        479        491        519        524        547        561
       584        586        597        609        611        629        632        646
       647        649        654        655        670        678        684        685
       693        693        694        698        717        733        735        742
       744        751        759        780        785        792        798        803
       821        823        827        832        835        838        843        846
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 -1355619262 -1262747217
-1003708927 -1003708927 -999883435 -999883435 -723158913 -723158913 -641105700 -490213275
-490213275         16         21         50         51         76         83         84
        91        102        102        106        130        130        136        157
       746        857        860        860        877        880        886        904
       904        904        906        912        926        928        944        952
       952        952        953        960        967        970        970        974
       982   51893134   55375545  206558119  222698990  375910509  542060153  781732981
1122899651 1124473524 1630711583 1634695373 1683221428 1745970324 
