seed = 225 sort algorithm = Bubble Sort

Unsorted:
       764        443        232        470        588        127         82        635
       549        722        502        942        980        145        768        356
       694        509         46        520        516        144        385        397
       740        218        376         96        470        161        881        234
       604        114         56        192        241        139        179        791
       213        681         85        193        178        853        902        873
       714        948        745        230        444        482        979        185
        53        356        633        523        517        515        110        473
       981        166        665        574        657        196        717        871
       877        802         64         56          8        966        281         74
       267        378        305         63        861        284        248        266
       992        234        789        861        749        899        334         82
       418        999        656         75        547        374        298        425
       528        715        833        888         33        466        963        300
       844        620        364         57        904        964        675        249
       550        465        110        299        716        445        381        486
       796        390        914        344        764        212        121        292
       927        306        181        961        772        144        613        968
       764        329        378         20        646         53        621        196
       518        732        848        587        529        581         73        677
       971        339        373        735        552        846         28        831
       152        561        144        924         57        110        245        821
       439        623        193        437        676        815        986        195
       899        834        134        780        415        559        809        387
       899        535        474        803        381        854        634        534
       415        131        810        472        241         55        645         32
       678        191        822        355        358        808        902        609
       642        388        389        409        947        550        148        198
        85        975          1        467        829        988        353        597
       119        163         69        712        571         67         96        601
       258        918        308        616         78        562        225         72
       950        966        482        250        516        982        448        954
       957        450        421        139        438        126        736        909
       641        157        973        212        224        421        166        482
       340        474        450        770         37         27        843        339
       345        677        589        214        659         38        168        969
       840        941        108        630         67        196        891        708
       353        864        273        578        285        439        412        977
       913        215        748        302        242        943        642        940
       620        583        154        631        621        322        952        813
       263         60        443        682        256        334        390        962
       550        663        540        188        454        304        165        368
       519        265        670        114        208        664         54        180
       248        208        812        221        530        764         35        145
       177        830        827        785        517        569        747         67
       585        639        255         39        944        773        759        463
        38        430        577        599        446        631        779        694
       191        943        268         73        708        655        218        237
       485        397         22        354        319        122        774        904
       761        381        943        705        154        703        521        545
       485        450        144        283        434        275        330        625
       219        598        699        927        253        269        516         90
        19        890        445        338         12        571        242        126
       952        537        183        107        592        704          4        429
       155        148        713        589        423         43        566        642
       993        265        921        246        887        789        688        906
       680        485        244        692         56        838        818          9
       727          2        468        672         58        472        453        565
       972        166        154        395        561        721        390        554
       338        663        152        225        453        841        483        485
       326         79        177        383        269        348        392        349
       702        212         21        760        684        474        326        656
       993        832        403        554        905        145        461        596
       161        613        173        966        454        657        451        781
       736        628        516        358        328        260        707         30
       472         80        143        156        906        469        164        899
       653        567        806        559         65        267        507        226
       880        680        192        687        337        643        820        426
       623        336        136        304        596        843 
Sorting:

Sorted:
         1          2          4          8          9         12         19         20
        21         22         27         28         30         32         33         35
        37         38         38         39         43         46         53         53
        54         55         56         56         56         57         57         58
        60         63         64         65         67         67         67         69
        72         73         73         74         75         78         79         80
        82         82         85         85         90         96         96        107
       108        110        110        110        114        114        119        121
       820        827        830        832        838        841        843        880
       887        890        899        904        905        906        906        921
       927        943        943        944        952        962        966        972
       993        993   51893134   55375545  206558119  222698990  375910509  542060153
 781732981 1122899651 1124473524 1630711583 1634695373 1683221428        387        390
       390        392        395        397        397        403        415        418
       423        425        429        434        437        439        443        444
       445        445        450        451        453        465        466        469
       122        126        127        131        136        139        143        144
       144        144        144        145        145        145        148        148
       152        152        154        154        154        155        156        157
       161        161        163        164        165        166        166        166
       168        173        177        177        178        179        180        181
       183        185        188        191        191        192        193        193
       195        196        196        196        198        208        208        212
       212        212        213        214        215        218        218        219
       122        126        127        131        136        139        143        144
       144        144        144        145        145        145        148        148
       152        152        154        154        154        155        156        157
       161        161        163        164        165        166        166        166
       168        173        177        177        178        179        180        181
       183        185        188        191        191        192        193        193
       195        196        196        196        198        208        208        212
       212        212        213        214        215        218        218        219
       122        126        127        131        136        139        143        144
       144        144        144        145        145        145        148        148
       152        152        154        154        154        155        156        157
       161        161        163        164        165        166        166        166
       168        173        177        177        178        179        180        181
       183        185        188        191        191        192        193        193
       195        196        196        196        198        208        208        212
       212        212        213        214        215        218        218        219
       225        230        241        241        242        242        244        245
       246        248        248        249        250        253        256        258
       263        265        265        266        267        268        269        269
       273        275        281        283        284        285        292        298
       299        300        302        304        305        306        308        319
       322        326        326        328        329        330        334        334
       336        337        338        338        339        339        340        344
       345        348        349        353        353        354        355        356
       122        126        127        131        136        139        143        144
       144        144        144        145        145        145        148        148
       152        152        154        154        154        155        156        157
       161        161        163        164        165        166        166        166
       168        173        177        177        178        179        180        181
       183        185        188        191        191        192        193        193
       195        196        196        196        198        208        208        212
       212        212        213        214        215        218        218        219
       472        485        485        507        516        516        517        519
       521        530        537        540        545        550        559        566
       567        569        571        577        585        589        592        596
       598        599        623        625        628        631        639        642
       643        653        655        663        664        670        680        682
       687        688        694        699        703        704        705        707
       708        713        736        747        759        761        764        773
       774        779        781        785        789        806        812        818
       820        827        830        832        838        841        843        880
       887        890        899        904        905        906        906        921
       927        943        943        944        952        962        966        972
       993        993   51893134   55375545  206558119  222698990  375910509  542060153
 781732981 1122899651 1124473524 1630711583 1634695373 1683221428 
